id,subcategory,GT_Decision,Pred_Decision,protocol,Metric_Name1,GT_Metric1,Pred_Metric1,Metric_Name2,GT_Metric2,Pred_Metric2,Metric_Name3,GT_Metric3,Pred_Metric3,RecoveredDecision,Decision_Correct,Metric1_Correct,Metric2_Correct,Metric3_Correct,All_Metrics_Correct
HYP-105,wet_anomaly_consistency_verification,REFUTED,INSUFFICIENT,"{'subcategory': 'wet_anomaly_consistency_verification', 'thresholds': {'support_signed_anomaly_p75': 0.4408, 'refute_signed_anomaly_p25': -0.414, 'support_rainfall_change_q75': 0.5136, 'refute_rainfall_change_q25': -0.4409, 'support_fraction_increase_q75': 0.8889, 'refute_fraction_increase_q25': 0.1111}}",mean_signed_anomaly_later_year,-0.5523,0.0,regional_rainfall_change,-1.0218,0.0,fraction_cells_rainfall_increased,0.0,0.0,INSUFFICIENT,False,False,False,True,False
HYP-106,wet_anomaly_consistency_verification,REFUTED,INSUFFICIENT,"{'subcategory': 'wet_anomaly_consistency_verification', 'thresholds': {'support_signed_anomaly_p75': 0.4835, 'refute_signed_anomaly_p25': -0.2999, 'support_rainfall_change_q75': 0.5136, 'refute_rainfall_change_q25': -0.4409, 'support_fraction_increase_q75': 0.8889, 'refute_fraction_increase_q25': 0.1111}}",mean_signed_anomaly_later_year,-0.3885,0.0,regional_rainfall_change,-0.0529,0.0,fraction_cells_rainfall_increased,0.2222,0.0,INSUFFICIENT,False,False,False,False,False
HYP-107,wet_anomaly_consistency_verification,INSUFFICIENT,INSUFFICIENT,"{'subcategory': 'wet_anomaly_consistency_verification', 'thresholds': {'support_signed_anomaly_p75': 0.4408, 'refute_signed_anomaly_p25': -0.414, 'support_rainfall_change_q75': 0.5136, 'refute_rainfall_change_q25': -0.4409, 'support_fraction_increase_q75': 0.8889, 'refute_fraction_increase_q25': 0.1111}}",mean_signed_anomaly_later_year,0.0959,0.0,regional_rainfall_change,0.1681,0.0,fraction_cells_rainfall_increased,0.6667,0.0,INSUFFICIENT,True,False,False,False,False
HYP-108,wet_anomaly_consistency_verification,INSUFFICIENT,INSUFFICIENT,"{'subcategory': 'wet_anomaly_consistency_verification', 'thresholds': {'support_signed_anomaly_p75': 0.3223, 'refute_signed_anomaly_p25': -0.3748, 'support_rainfall_change_q75': 0.5136, 'refute_rainfall_change_q25': -0.4409, 'support_fraction_increase_q75': 0.8889, 'refute_fraction_increase_q25': 0.1111}}",mean_signed_anomaly_later_year,0.1935,0.0,regional_rainfall_change,0.1693,0.0,fraction_cells_rainfall_increased,0.7778,0.0,INSUFFICIENT,True,False,False,False,False
HYP-109,wet_anomaly_consistency_verification,INSUFFICIENT,INSUFFICIENT,"{'subcategory': 'wet_anomaly_consistency_verification', 'thresholds': {'support_signed_anomaly_p75': 0.0465, 'refute_signed_anomaly_p25': -0.7406, 'support_rainfall_change_q75': 0.5136, 'refute_rainfall_change_q25': -0.4409, 'support_fraction_increase_q75': 0.8889, 'refute_fraction_increase_q25': 0.1111}}",mean_signed_anomaly_later_year,-0.1429,0.0,regional_rainfall_change,-0.3607,0.0,fraction_cells_rainfall_increased,0.3333,0.0,INSUFFICIENT,True,False,False,False,False
HYP-110,wet_anomaly_consistency_verification,INSUFFICIENT,INSUFFICIENT,"{'subcategory': 'wet_anomaly_consistency_verification', 'thresholds': {'support_signed_anomaly_p75': 0.4344, 'refute_signed_anomaly_p25': -0.2984, 'support_rainfall_change_q75': 0.5136, 'refute_rainfall_change_q25': -0.4409, 'support_fraction_increase_q75': 0.8889, 'refute_fraction_increase_q25': 0.1111}}",mean_signed_anomaly_later_year,0.2872,0.0,regional_rainfall_change,1.4457,0.0,fraction_cells_rainfall_increased,1.0,0.0,INSUFFICIENT,True,False,False,False,False
HYP-111,wet_anomaly_consistency_verification,INSUFFICIENT,INSUFFICIENT,"{'subcategory': 'wet_anomaly_consistency_verification', 'thresholds': {'support_signed_anomaly_p75': 0.639, 'refute_signed_anomaly_p25': -0.2728, 'support_rainfall_change_q75': 0.5136, 'refute_rainfall_change_q25': -0.4409, 'support_fraction_increase_q75': 0.8889, 'refute_fraction_increase_q25': 0.1111}}",mean_signed_anomaly_later_year,-0.1418,0.0,regional_rainfall_change,-0.2555,0.0,fraction_cells_rainfall_increased,0.3333,0.0,INSUFFICIENT,True,False,False,False,False
HYP-112,wet_anomaly_consistency_verification,INSUFFICIENT,INSUFFICIENT,"{'subcategory': 'wet_anomaly_consistency_verification', 'thresholds': {'support_signed_anomaly_p75': 0.639, 'refute_signed_anomaly_p25': -0.2728, 'support_rainfall_change_q75': 0.5136, 'refute_rainfall_change_q25': -0.4409, 'support_fraction_increase_q75': 0.8889, 'refute_fraction_increase_q25': 0.1111}}",mean_signed_anomaly_later_year,-0.2314,0.0,regional_rainfall_change,-0.5987,0.0,fraction_cells_rainfall_increased,0.0,0.0,INSUFFICIENT,True,False,False,True,False
HYP-113,wet_anomaly_consistency_verification,INSUFFICIENT,INSUFFICIENT,"{'subcategory': 'wet_anomaly_consistency_verification', 'thresholds': {'support_signed_anomaly_p75': 0.0465, 'refute_signed_anomaly_p25': -0.7406, 'support_rainfall_change_q75': 0.5136, 'refute_rainfall_change_q25': -0.4409, 'support_fraction_increase_q75': 0.8889, 'refute_fraction_increase_q25': 0.1111}}",mean_signed_anomaly_later_year,-0.6313,0.0,regional_rainfall_change,-0.5437,0.0,fraction_cells_rainfall_increased,0.0,0.0,INSUFFICIENT,True,False,False,True,False
HYP-114,wet_anomaly_consistency_verification,INSUFFICIENT,INSUFFICIENT,"{'subcategory': 'wet_anomaly_consistency_verification', 'thresholds': {'support_signed_anomaly_p75': 0.4344, 'refute_signed_anomaly_p25': -0.2984, 'support_rainfall_change_q75': 0.5136, 'refute_rainfall_change_q25': -0.4409, 'support_fraction_increase_q75': 0.8889, 'refute_fraction_increase_q25': 0.1111}}",mean_signed_anomaly_later_year,0.0782,0.0,regional_rainfall_change,-1.2704,0.0,fraction_cells_rainfall_increased,0.0,0.0,INSUFFICIENT,True,False,False,True,False
HYP-115,wet_anomaly_consistency_verification,INSUFFICIENT,INSUFFICIENT,"{'subcategory': 'wet_anomaly_consistency_verification', 'thresholds': {'support_signed_anomaly_p75': 0.0465, 'refute_signed_anomaly_p25': -0.7406, 'support_rainfall_change_q75': 0.5136, 'refute_rainfall_change_q25': -0.4409, 'support_fraction_increase_q75': 0.8889, 'refute_fraction_increase_q25': 0.1111}}",mean_signed_anomaly_later_year,0.1343,0.0,regional_rainfall_change,0.0039,0.0,fraction_cells_rainfall_increased,0.4444,0.0,INSUFFICIENT,True,False,False,False,False
HYP-116,wet_anomaly_consistency_verification,INSUFFICIENT,INSUFFICIENT,"{'subcategory': 'wet_anomaly_consistency_verification', 'thresholds': {'support_signed_anomaly_p75': 0.4835, 'refute_signed_anomaly_p25': -0.2999, 'support_rainfall_change_q75': 0.5136, 'refute_rainfall_change_q25': -0.4409, 'support_fraction_increase_q75': 0.8889, 'refute_fraction_increase_q25': 0.1111}}",mean_signed_anomaly_later_year,-0.2341,0.0,regional_rainfall_change,-0.0397,0.0,fraction_cells_rainfall_increased,0.4444,0.0,INSUFFICIENT,True,False,False,False,False
HYP-117,wet_anomaly_consistency_verification,INSUFFICIENT,INSUFFICIENT,"{'subcategory': 'wet_anomaly_consistency_verification', 'thresholds': {'support_signed_anomaly_p75': 0.4408, 'refute_signed_anomaly_p25': -0.414, 'support_rainfall_change_q75': 0.5136, 'refute_rainfall_change_q25': -0.4409, 'support_fraction_increase_q75': 0.8889, 'refute_fraction_increase_q25': 0.1111}}",mean_signed_anomaly_later_year,-0.1721,0.0,regional_rainfall_change,-0.4005,0.0,fraction_cells_rainfall_increased,0.0,0.0,INSUFFICIENT,True,False,False,True,False
HYP-118,wet_anomaly_consistency_verification,INSUFFICIENT,INSUFFICIENT,"{'subcategory': 'wet_anomaly_consistency_verification', 'thresholds': {'support_signed_anomaly_p75': 0.4344, 'refute_signed_anomaly_p25': -0.2984, 'support_rainfall_change_q75': 0.5136, 'refute_rainfall_change_q25': -0.4409, 'support_fraction_increase_q75': 0.8889, 'refute_fraction_increase_q25': 0.1111}}",mean_signed_anomaly_later_year,0.0614,0.0,regional_rainfall_change,0.1626,0.0,fraction_cells_rainfall_increased,0.5556,0.0,INSUFFICIENT,True,False,False,False,False
HYP-119,wet_anomaly_consistency_verification,INSUFFICIENT,INSUFFICIENT,"{'subcategory': 'wet_anomaly_consistency_verification', 'thresholds': {'support_signed_anomaly_p75': 0.4408, 'refute_signed_anomaly_p25': -0.414, 'support_rainfall_change_q75': 0.5136, 'refute_rainfall_change_q25': -0.4409, 'support_fraction_increase_q75': 0.8889, 'refute_fraction_increase_q25': 0.1111}}",mean_signed_anomaly_later_year,-0.0695,0.0,regional_rainfall_change,-0.0681,0.0,fraction_cells_rainfall_increased,0.2222,0.0,INSUFFICIENT,True,False,False,False,False
HYP-120,wet_anomaly_consistency_verification,INSUFFICIENT,INSUFFICIENT,"{'subcategory': 'wet_anomaly_consistency_verification', 'thresholds': {'support_signed_anomaly_p75': 0.3223, 'refute_signed_anomaly_p25': -0.3748, 'support_rainfall_change_q75': 0.5136, 'refute_rainfall_change_q25': -0.4409, 'support_fraction_increase_q75': 0.8889, 'refute_fraction_increase_q25': 0.1111}}",mean_signed_anomaly_later_year,1.0018,0.0,regional_rainfall_change,1.0144,0.0,fraction_cells_rainfall_increased,0.7778,0.0,INSUFFICIENT,True,False,False,False,False
HYP-121,compound_state_transition_verification,SUPPORTED,INSUFFICIENT,"{'subcategory': 'compound_state_transition_verification', 'thresholds': {'support_rainfall_change_q66': 0.3201, 'refute_rainfall_change_q33': -0.2529, 'support_temperature_change_q66': 0.2545, 'refute_temperature_change_q33': -0.2785}}",regional_rainfall_change,0.4387,0.0,regional_temperature_change,0.4038,0.0,,,,INSUFFICIENT,False,False,False,True,False
HYP-122,compound_state_transition_verification,SUPPORTED,INSUFFICIENT,"{'subcategory': 'compound_state_transition_verification', 'thresholds': {'support_rainfall_change_q66': 0.3201, 'refute_rainfall_change_q33': -0.2529, 'support_temperature_change_q66': 0.2545, 'refute_temperature_change_q33': -0.2785}}",regional_rainfall_change,1.4407,0.0,regional_temperature_change,0.2739,0.0,,,,INSUFFICIENT,False,False,False,True,False
HYP-123,compound_state_transition_verification,SUPPORTED,INSUFFICIENT,"{'subcategory': 'compound_state_transition_verification', 'thresholds': {'support_rainfall_change_q66': 0.3201, 'refute_rainfall_change_q33': -0.2529, 'support_temperature_change_q66': 0.2545, 'refute_temperature_change_q33': -0.2785}}",regional_rainfall_change,0.5665,0.0,regional_temperature_change,0.419,0.0,,,,INSUFFICIENT,False,False,False,True,False
HYP-124,compound_state_transition_verification,SUPPORTED,INSUFFICIENT,"{'subcategory': 'compound_state_transition_verification', 'thresholds': {'support_rainfall_change_q66': 0.3201, 'refute_rainfall_change_q33': -0.2529, 'support_temperature_change_q66': 0.2545, 'refute_temperature_change_q33': -0.2785}}",regional_rainfall_change,0.3305,0.0,regional_temperature_change,0.3132,0.0,,,,INSUFFICIENT,False,False,False,True,False
HYP-125,compound_state_transition_verification,SUPPORTED,INSUFFICIENT,"{'subcategory': 'compound_state_transition_verification', 'thresholds': {'support_rainfall_change_q66': 0.3201, 'refute_rainfall_change_q33': -0.2529, 'support_temperature_change_q66': 0.2545, 'refute_temperature_change_q33': -0.2785}}",regional_rainfall_change,1.0867,0.0,regional_temperature_change,0.6695,0.0,,,,INSUFFICIENT,False,False,False,True,False
HYP-126,compound_state_transition_verification,SUPPORTED,INSUFFICIENT,"{'subcategory': 'compound_state_transition_verification', 'thresholds': {'support_rainfall_change_q66': 0.3201, 'refute_rainfall_change_q33': -0.2529, 'support_temperature_change_q66': 0.2545, 'refute_temperature_change_q33': -0.2785}}",regional_rainfall_change,1.6644,0.0,regional_temperature_change,0.573,0.0,,,,INSUFFICIENT,False,False,False,True,False
HYP-127,compound_state_transition_verification,SUPPORTED,INSUFFICIENT,"{'subcategory': 'compound_state_transition_verification', 'thresholds': {'support_rainfall_change_q66': 0.3201, 'refute_rainfall_change_q33': -0.2529, 'support_temperature_change_q66': 0.2545, 'refute_temperature_change_q33': -0.2785}}",regional_rainfall_change,0.54,0.0,regional_temperature_change,0.7544,0.0,,,,INSUFFICIENT,False,False,False,True,False
HYP-128,compound_state_transition_verification,SUPPORTED,INSUFFICIENT,"{'subcategory': 'compound_state_transition_verification', 'thresholds': {'support_rainfall_change_q66': 0.3201, 'refute_rainfall_change_q33': -0.2529, 'support_temperature_change_q66': 0.2545, 'refute_temperature_change_q33': -0.2785}}",regional_rainfall_change,0.3314,0.0,regional_temperature_change,0.4879,0.0,,,,INSUFFICIENT,False,False,False,True,False
HYP-129,compound_state_transition_verification,SUPPORTED,INSUFFICIENT,"{'subcategory': 'compound_state_transition_verification', 'thresholds': {'support_rainfall_change_q66': 0.3201, 'refute_rainfall_change_q33': -0.2529, 'support_temperature_change_q66': 0.2545, 'refute_temperature_change_q33': -0.2785}}",regional_rainfall_change,0.5428,0.0,regional_temperature_change,0.3129,0.0,,,,INSUFFICIENT,False,False,False,True,False
HYP-130,compound_state_transition_verification,SUPPORTED,INSUFFICIENT,"{'subcategory': 'compound_state_transition_verification', 'thresholds': {'support_rainfall_change_q66': 0.3201, 'refute_rainfall_change_q33': -0.2529, 'support_temperature_change_q66': 0.2545, 'refute_temperature_change_q33': -0.2785}}",regional_rainfall_change,0.9555,0.0,regional_temperature_change,0.3232,0.0,,,,INSUFFICIENT,False,False,False,True,False
HYP-131,compound_state_transition_verification,SUPPORTED,INSUFFICIENT,"{'subcategory': 'compound_state_transition_verification', 'thresholds': {'support_rainfall_change_q66': 0.3201, 'refute_rainfall_change_q33': -0.2529, 'support_temperature_change_q66': 0.2545, 'refute_temperature_change_q33': -0.2785}}",regional_rainfall_change,0.6231,0.0,regional_temperature_change,0.3554,0.0,,,,INSUFFICIENT,False,False,False,True,False
HYP-132,compound_state_transition_verification,SUPPORTED,INSUFFICIENT,"{'subcategory': 'compound_state_transition_verification', 'thresholds': {'support_rainfall_change_q66': 0.3201, 'refute_rainfall_change_q33': -0.2529, 'support_temperature_change_q66': 0.2545, 'refute_temperature_change_q33': -0.2785}}",regional_rainfall_change,1.2832,0.0,regional_temperature_change,0.2597,0.0,,,,INSUFFICIENT,False,False,False,True,False
HYP-133,compound_state_transition_verification,SUPPORTED,INSUFFICIENT,"{'subcategory': 'compound_state_transition_verification', 'thresholds': {'support_rainfall_change_q66': 0.3201, 'refute_rainfall_change_q33': -0.2529, 'support_temperature_change_q66': 0.2545, 'refute_temperature_change_q33': -0.2785}}",regional_rainfall_change,0.4081,0.0,regional_temperature_change,0.329,0.0,,,,INSUFFICIENT,False,False,False,True,False
HYP-134,compound_state_transition_verification,REFUTED,INSUFFICIENT,"{'subcategory': 'compound_state_transition_verification', 'thresholds': {'support_rainfall_change_q66': 0.3201, 'refute_rainfall_change_q33': -0.2529, 'support_temperature_change_q66': 0.2545, 'refute_temperature_change_q33': -0.2785}}",regional_rainfall_change,0.7088,0.0,regional_temperature_change,-0.3645,0.0,,,,INSUFFICIENT,False,False,False,True,False
HYP-135,compound_state_transition_verification,REFUTED,INSUFFICIENT,"{'subcategory': 'compound_state_transition_verification', 'thresholds': {'support_rainfall_change_q66': 0.3201, 'refute_rainfall_change_q33': -0.2529, 'support_temperature_change_q66': 0.2545, 'refute_temperature_change_q33': -0.2785}}",regional_rainfall_change,0.9537,0.0,regional_temperature_change,-0.3681,0.0,,,,INSUFFICIENT,False,False,False,True,False
HYP-136,compound_state_transition_verification,REFUTED,INSUFFICIENT,"{'subcategory': 'compound_state_transition_verification', 'thresholds': {'support_rainfall_change_q66': 0.3201, 'refute_rainfall_change_q33': -0.2529, 'support_temperature_change_q66': 0.2545, 'refute_temperature_change_q33': -0.2785}}",regional_rainfall_change,-0.1428,0.0,regional_temperature_change,-0.5187,0.0,,,,INSUFFICIENT,False,False,False,True,False
HYP-137,compound_state_transition_verification,REFUTED,INSUFFICIENT,"{'subcategory': 'compound_state_transition_verification', 'thresholds': {'support_rainfall_change_q66': 0.3201, 'refute_rainfall_change_q33': -0.2529, 'support_temperature_change_q66': 0.2545, 'refute_temperature_change_q33': -0.2785}}",regional_rainfall_change,0.1069,0.0,regional_temperature_change,-0.7959,0.0,,,,INSUFFICIENT,False,False,False,True,False
HYP-138,compound_state_transition_verification,REFUTED,INSUFFICIENT,"{'subcategory': 'compound_state_transition_verification', 'thresholds': {'support_rainfall_change_q66': 0.3201, 'refute_rainfall_change_q33': -0.2529, 'support_temperature_change_q66': 0.2545, 'refute_temperature_change_q33': -0.2785}}",regional_rainfall_change,-1.6178,0.0,regional_temperature_change,0.9447,0.0,,,,INSUFFICIENT,False,False,False,True,False
HYP-139,compound_state_transition_verification,REFUTED,INSUFFICIENT,"{'subcategory': 'compound_state_transition_verification', 'thresholds': {'support_rainfall_change_q66': 0.3201, 'refute_rainfall_change_q33': -0.2529, 'support_temperature_change_q66': 0.2545, 'refute_temperature_change_q33': -0.2785}}",regional_rainfall_change,0.0761,0.0,regional_temperature_change,-0.2929,0.0,,,,INSUFFICIENT,False,False,False,True,False
HYP-140,compound_state_transition_verification,REFUTED,INSUFFICIENT,"{'subcategory': 'compound_state_transition_verification', 'thresholds': {'support_rainfall_change_q66': 0.3201, 'refute_rainfall_change_q33': -0.2529, 'support_temperature_change_q66': 0.2545, 'refute_temperature_change_q33': -0.2785}}",regional_rainfall_change,-1.1979,0.0,regional_temperature_change,0.4061,0.0,,,,INSUFFICIENT,False,False,False,True,False
HYP-141,compound_state_transition_verification,REFUTED,INSUFFICIENT,"{'subcategory': 'compound_state_transition_verification', 'thresholds': {'support_rainfall_change_q66': 0.3201, 'refute_rainfall_change_q33': -0.2529, 'support_temperature_change_q66': 0.2545, 'refute_temperature_change_q33': -0.2785}}",regional_rainfall_change,-1.1128,0.0,regional_temperature_change,0.2213,0.0,,,,INSUFFICIENT,False,False,False,True,False
HYP-142,compound_state_transition_verification,REFUTED,INSUFFICIENT,"{'subcategory': 'compound_state_transition_verification', 'thresholds': {'support_rainfall_change_q66': 0.3201, 'refute_rainfall_change_q33': -0.2529, 'support_temperature_change_q66': 0.2545, 'refute_temperature_change_q33': -0.2785}}",regional_rainfall_change,0.5283,0.0,regional_temperature_change,-0.7265,0.0,,,,INSUFFICIENT,False,False,False,True,False
HYP-143,compound_state_transition_verification,REFUTED,INSUFFICIENT,"{'subcategory': 'compound_state_transition_verification', 'thresholds': {'support_rainfall_change_q66': 0.3201, 'refute_rainfall_change_q33': -0.2529, 'support_temperature_change_q66': 0.2545, 'refute_temperature_change_q33': -0.2785}}",regional_rainfall_change,0.7539,0.0,regional_temperature_change,-0.3384,0.0,,,,INSUFFICIENT,False,False,False,True,False
HYP-144,compound_state_transition_verification,REFUTED,INSUFFICIENT,"{'subcategory': 'compound_state_transition_verification', 'thresholds': {'support_rainfall_change_q66': 0.3201, 'refute_rainfall_change_q33': -0.2529, 'support_temperature_change_q66': 0.2545, 'refute_temperature_change_q33': -0.2785}}",regional_rainfall_change,-1.1335,0.0,regional_temperature_change,-0.8127,0.0,,,,INSUFFICIENT,False,False,False,True,False
HYP-145,compound_state_transition_verification,REFUTED,INSUFFICIENT,"{'subcategory': 'compound_state_transition_verification', 'thresholds': {'support_rainfall_change_q66': 0.3201, 'refute_rainfall_change_q33': -0.2529, 'support_temperature_change_q66': 0.2545, 'refute_temperature_change_q33': -0.2785}}",regional_rainfall_change,-0.3728,0.0,regional_temperature_change,-0.4403,0.0,,,,INSUFFICIENT,False,False,False,True,False
HYP-146,compound_state_transition_verification,REFUTED,INSUFFICIENT,"{'subcategory': 'compound_state_transition_verification', 'thresholds': {'support_rainfall_change_q66': 0.3201, 'refute_rainfall_change_q33': -0.2529, 'support_temperature_change_q66': 0.2545, 'refute_temperature_change_q33': -0.2785}}",regional_rainfall_change,-0.8906,0.0,regional_temperature_change,0.5178,0.0,,,,INSUFFICIENT,False,False,False,True,False
HYP-147,compound_state_transition_verification,INSUFFICIENT,INSUFFICIENT,"{'subcategory': 'compound_state_transition_verification', 'thresholds': {'support_rainfall_change_q66': 0.3201, 'refute_rainfall_change_q33': -0.2529, 'support_temperature_change_q66': 0.2545, 'refute_temperature_change_q33': -0.2785}}",regional_rainfall_change,-0.1068,0.0,regional_temperature_change,0.4214,0.0,,,,INSUFFICIENT,True,False,False,True,False
HYP-148,compound_state_transition_verification,INSUFFICIENT,INSUFFICIENT,"{'subcategory': 'compound_state_transition_verification', 'thresholds': {'support_rainfall_change_q66': 0.3201, 'refute_rainfall_change_q33': -0.2529, 'support_temperature_change_q66': 0.2545, 'refute_temperature_change_q33': -0.2785}}",regional_rainfall_change,-0.0263,0.0,regional_temperature_change,0.3222,0.0,,,,INSUFFICIENT,True,False,False,True,False
HYP-149,compound_state_transition_verification,INSUFFICIENT,INSUFFICIENT,"{'subcategory': 'compound_state_transition_verification', 'thresholds': {'support_rainfall_change_q66': 0.3201, 'refute_rainfall_change_q33': -0.2529, 'support_temperature_change_q66': 0.2545, 'refute_temperature_change_q33': -0.2785}}",regional_rainfall_change,0.6205,0.0,regional_temperature_change,0.0513,0.0,,,,INSUFFICIENT,True,False,False,True,False
HYP-150,compound_state_transition_verification,INSUFFICIENT,INSUFFICIENT,"{'subcategory': 'compound_state_transition_verification', 'thresholds': {'support_rainfall_change_q66': 0.3201, 'refute_rainfall_change_q33': -0.2529, 'support_temperature_change_q66': 0.2545, 'refute_temperature_change_q33': -0.2785}}",regional_rainfall_change,-0.0446,0.0,regional_temperature_change,0.3112,0.0,,,,INSUFFICIENT,True,False,False,True,False
HYP-151,compound_state_transition_verification,INSUFFICIENT,INSUFFICIENT,"{'subcategory': 'compound_state_transition_verification', 'thresholds': {'support_rainfall_change_q66': 0.3201, 'refute_rainfall_change_q33': -0.2529, 'support_temperature_change_q66': 0.2545, 'refute_temperature_change_q33': -0.2785}}",regional_rainfall_change,0.3296,0.0,regional_temperature_change,0.092,0.0,,,,INSUFFICIENT,True,False,False,True,False
HYP-152,compound_state_transition_verification,INSUFFICIENT,INSUFFICIENT,"{'subcategory': 'compound_state_transition_verification', 'thresholds': {'support_rainfall_change_q66': 0.3201, 'refute_rainfall_change_q33': -0.2529, 'support_temperature_change_q66': 0.2545, 'refute_temperature_change_q33': -0.2785}}",regional_rainfall_change,0.8798,0.0,regional_temperature_change,-0.097,0.0,,,,INSUFFICIENT,True,False,False,True,False
HYP-153,compound_state_transition_verification,INSUFFICIENT,INSUFFICIENT,"{'subcategory': 'compound_state_transition_verification', 'thresholds': {'support_rainfall_change_q66': 0.3201, 'refute_rainfall_change_q33': -0.2529, 'support_temperature_change_q66': 0.2545, 'refute_temperature_change_q33': -0.2785}}",regional_rainfall_change,-0.0264,0.0,regional_temperature_change,0.4287,0.0,,,,INSUFFICIENT,True,False,False,True,False
HYP-154,compound_state_transition_verification,INSUFFICIENT,INSUFFICIENT,"{'subcategory': 'compound_state_transition_verification', 'thresholds': {'support_rainfall_change_q66': 0.3201, 'refute_rainfall_change_q33': -0.2529, 'support_temperature_change_q66': 0.2545, 'refute_temperature_change_q33': -0.2785}}",regional_rainfall_change,0.1241,0.0,regional_temperature_change,0.2834,0.0,,,,INSUFFICIENT,True,False,False,True,False
HYP-155,compound_state_transition_verification,INSUFFICIENT,INSUFFICIENT,"{'subcategory': 'compound_state_transition_verification', 'thresholds': {'support_rainfall_change_q66': 0.3201, 'refute_rainfall_change_q33': -0.2529, 'support_temperature_change_q66': 0.2545, 'refute_temperature_change_q33': -0.2785}}",regional_rainfall_change,0.5236,0.0,regional_temperature_change,-0.2147,0.0,,,,INSUFFICIENT,True,False,False,True,False
HYP-156,compound_state_transition_verification,INSUFFICIENT,INSUFFICIENT,"{'subcategory': 'compound_state_transition_verification', 'thresholds': {'support_rainfall_change_q66': 0.3201, 'refute_rainfall_change_q33': -0.2529, 'support_temperature_change_q66': 0.2545, 'refute_temperature_change_q33': -0.2785}}",regional_rainfall_change,-0.1652,0.0,regional_temperature_change,0.3849,0.0,,,,INSUFFICIENT,True,False,False,True,False
HYP-157,compound_state_transition_verification,INSUFFICIENT,INSUFFICIENT,"{'subcategory': 'compound_state_transition_verification', 'thresholds': {'support_rainfall_change_q66': 0.3201, 'refute_rainfall_change_q33': -0.2529, 'support_temperature_change_q66': 0.2545, 'refute_temperature_change_q33': -0.2785}}",regional_rainfall_change,0.1508,0.0,regional_temperature_change,0.2693,0.0,,,,INSUFFICIENT,True,False,False,True,False
HYP-158,compound_state_transition_verification,INSUFFICIENT,INSUFFICIENT,"{'subcategory': 'compound_state_transition_verification', 'thresholds': {'support_rainfall_change_q66': 0.3201, 'refute_rainfall_change_q33': -0.2529, 'support_temperature_change_q66': 0.2545, 'refute_temperature_change_q33': -0.2785}}",regional_rainfall_change,-0.2268,0.0,regional_temperature_change,-0.0828,0.0,,,,INSUFFICIENT,True,False,False,True,False
HYP-159,compound_state_transition_verification,INSUFFICIENT,INSUFFICIENT,"{'subcategory': 'compound_state_transition_verification', 'thresholds': {'support_rainfall_change_q66': 0.3201, 'refute_rainfall_change_q33': -0.2529, 'support_temperature_change_q66': 0.2545, 'refute_temperature_change_q33': -0.2785}}",regional_rainfall_change,0.3414,0.0,regional_temperature_change,0.1107,0.0,,,,INSUFFICIENT,True,False,False,True,False
HYP-160,compound_state_transition_verification,INSUFFICIENT,INSUFFICIENT,"{'subcategory': 'compound_state_transition_verification', 'thresholds': {'support_rainfall_change_q66': 0.3201, 'refute_rainfall_change_q33': -0.2529, 'support_temperature_change_q66': 0.2545, 'refute_temperature_change_q33': -0.2785}}",regional_rainfall_change,0.1162,0.0,regional_temperature_change,0.5613,0.0,,,,INSUFFICIENT,True,False,False,True,False
HYP-161,spatial_coherence_verification,SUPPORTED,INSUFFICIENT,"{'subcategory': 'spatial_coherence_verification', 'thresholds': {'active_cell_threshold_yearly_abs_p80': 0.8192, 'support_active_count_min': 2.5, 'refute_active_count_max': 0.5, 'support_largest_component_min': 2.5, 'refute_largest_component_max': 0.5, 'support_component_count_max': 1.5, 'refute_component_count_min': 2.5}}",active_cell_count,6.0,0.0,largest_component_size,6.0,0.0,component_count,1.0,0.0,REFUTED,False,False,False,False,False
HYP-162,spatial_coherence_verification,SUPPORTED,INSUFFICIENT,"{'subcategory': 'spatial_coherence_verification', 'thresholds': {'active_cell_threshold_yearly_abs_p80': 0.9322, 'support_active_count_min': 2.5, 'refute_active_count_max': 0.5, 'support_largest_component_min': 2.5, 'refute_largest_component_max': 0.5, 'support_component_count_max': 1.5, 'refute_component_count_min': 2.5}}",active_cell_count,24.0,0.0,largest_component_size,24.0,0.0,component_count,1.0,0.0,REFUTED,False,False,False,False,False
HYP-163,spatial_coherence_verification,SUPPORTED,INSUFFICIENT,"{'subcategory': 'spatial_coherence_verification', 'thresholds': {'active_cell_threshold_yearly_abs_p80': 1.0237, 'support_active_count_min': 2.5, 'refute_active_count_max': 0.5, 'support_largest_component_min': 2.5, 'refute_largest_component_max': 0.5, 'support_component_count_max': 1.5, 'refute_component_count_min': 2.5}}",active_cell_count,5.0,0.0,largest_component_size,5.0,0.0,component_count,1.0,0.0,REFUTED,False,False,False,False,False
HYP-164,spatial_coherence_verification,SUPPORTED,INSUFFICIENT,"{'subcategory': 'spatial_coherence_verification', 'thresholds': {'active_cell_threshold_yearly_abs_p80': 1.0237, 'support_active_count_min': 2.5, 'refute_active_count_max': 0.5, 'support_largest_component_min': 2.5, 'refute_largest_component_max': 0.5, 'support_component_count_max': 1.5, 'refute_component_count_min': 2.5}}",active_cell_count,3.0,0.0,largest_component_size,3.0,0.0,component_count,1.0,0.0,REFUTED,False,False,False,False,False
