id,subcategory,GT_Decision,Pred_Decision,protocol,Metric_Name1,GT_Metric1,Pred_Metric1,Metric_Name2,GT_Metric2,Pred_Metric2,Metric_Name3,GT_Metric3,Pred_Metric3,RecoveredDecision,Decision_Correct
HYP-109,wet_anomaly_consistency_verification,INSUFFICIENT,INSUFFICIENT,"{'subcategory': 'wet_anomaly_consistency_verification', 'thresholds': {'support_signed_anomaly_p75': 0.0465, 'refute_signed_anomaly_p25': -0.7406, 'support_rainfall_change_q75': 0.5136, 'refute_rainfall_change_q25': -0.4409, 'support_fraction_increase_q75': 0.8889, 'refute_fraction_increase_q25': 0.1111}}",mean_signed_anomaly_later_year,-0.1429,-0.1429,regional_rainfall_change,-0.3607,-0.3607,fraction_cells_rainfall_increased,0.3333,0.3333,INSUFFICIENT,True
HYP-110,wet_anomaly_consistency_verification,INSUFFICIENT,INSUFFICIENT,"{'subcategory': 'wet_anomaly_consistency_verification', 'thresholds': {'support_signed_anomaly_p75': 0.4344, 'refute_signed_anomaly_p25': -0.2984, 'support_rainfall_change_q75': 0.5136, 'refute_rainfall_change_q25': -0.4409, 'support_fraction_increase_q75': 0.8889, 'refute_fraction_increase_q25': 0.1111}}",mean_signed_anomaly_later_year,0.2872,0.2872,regional_rainfall_change,1.4457,1.4457,fraction_cells_rainfall_increased,1.0,1.0,INSUFFICIENT,True
HYP-111,wet_anomaly_consistency_verification,INSUFFICIENT,INSUFFICIENT,"{'subcategory': 'wet_anomaly_consistency_verification', 'thresholds': {'support_signed_anomaly_p75': 0.639, 'refute_signed_anomaly_p25': -0.2728, 'support_rainfall_change_q75': 0.5136, 'refute_rainfall_change_q25': -0.4409, 'support_fraction_increase_q75': 0.8889, 'refute_fraction_increase_q25': 0.1111}}",mean_signed_anomaly_later_year,-0.1418,-0.1418,regional_rainfall_change,-0.2555,-0.2555,fraction_cells_rainfall_increased,0.3333,0.3333,INSUFFICIENT,True
HYP-112,wet_anomaly_consistency_verification,INSUFFICIENT,REFUTED,"{'subcategory': 'wet_anomaly_consistency_verification', 'thresholds': {'support_signed_anomaly_p75': 0.639, 'refute_signed_anomaly_p25': -0.2728, 'support_rainfall_change_q75': 0.5136, 'refute_rainfall_change_q25': -0.4409, 'support_fraction_increase_q75': 0.8889, 'refute_fraction_increase_q25': 0.1111}}",mean_signed_anomaly_later_year,-0.2314,-0.2314,regional_rainfall_change,-0.5987,-0.5987,fraction_cells_rainfall_increased,0.0,0.0,INSUFFICIENT,True
HYP-113,wet_anomaly_consistency_verification,INSUFFICIENT,REFUTED,"{'subcategory': 'wet_anomaly_consistency_verification', 'thresholds': {'support_signed_anomaly_p75': 0.0465, 'refute_signed_anomaly_p25': -0.7406, 'support_rainfall_change_q75': 0.5136, 'refute_rainfall_change_q25': -0.4409, 'support_fraction_increase_q75': 0.8889, 'refute_fraction_increase_q25': 0.1111}}",mean_signed_anomaly_later_year,-0.6313,-0.6313,regional_rainfall_change,-0.5437,-0.5437,fraction_cells_rainfall_increased,0.0,0.0,INSUFFICIENT,True
HYP-114,wet_anomaly_consistency_verification,INSUFFICIENT,REFUTED,"{'subcategory': 'wet_anomaly_consistency_verification', 'thresholds': {'support_signed_anomaly_p75': 0.4344, 'refute_signed_anomaly_p25': -0.2984, 'support_rainfall_change_q75': 0.5136, 'refute_rainfall_change_q25': -0.4409, 'support_fraction_increase_q75': 0.8889, 'refute_fraction_increase_q25': 0.1111}}",mean_signed_anomaly_later_year,0.0782,0.0782,regional_rainfall_change,-1.2704,-1.2704,fraction_cells_rainfall_increased,0.0,0.0,INSUFFICIENT,True
HYP-115,wet_anomaly_consistency_verification,INSUFFICIENT,INSUFFICIENT,"{'subcategory': 'wet_anomaly_consistency_verification', 'thresholds': {'support_signed_anomaly_p75': 0.0465, 'refute_signed_anomaly_p25': -0.7406, 'support_rainfall_change_q75': 0.5136, 'refute_rainfall_change_q25': -0.4409, 'support_fraction_increase_q75': 0.8889, 'refute_fraction_increase_q25': 0.1111}}",mean_signed_anomaly_later_year,0.1343,0.1343,regional_rainfall_change,0.0039,0.0039,fraction_cells_rainfall_increased,0.4444,0.4444,INSUFFICIENT,True
HYP-116,wet_anomaly_consistency_verification,INSUFFICIENT,INSUFFICIENT,"{'subcategory': 'wet_anomaly_consistency_verification', 'thresholds': {'support_signed_anomaly_p75': 0.4835, 'refute_signed_anomaly_p25': -0.2999, 'support_rainfall_change_q75': 0.5136, 'refute_rainfall_change_q25': -0.4409, 'support_fraction_increase_q75': 0.8889, 'refute_fraction_increase_q25': 0.1111}}",mean_signed_anomaly_later_year,-0.2341,-0.2341,regional_rainfall_change,-0.0397,-0.0397,fraction_cells_rainfall_increased,0.4444,0.4444,INSUFFICIENT,True
HYP-117,wet_anomaly_consistency_verification,INSUFFICIENT,REFUTED,"{'subcategory': 'wet_anomaly_consistency_verification', 'thresholds': {'support_signed_anomaly_p75': 0.4408, 'refute_signed_anomaly_p25': -0.414, 'support_rainfall_change_q75': 0.5136, 'refute_rainfall_change_q25': -0.4409, 'support_fraction_increase_q75': 0.8889, 'refute_fraction_increase_q25': 0.1111}}",mean_signed_anomaly_later_year,-0.1721,-0.1721,regional_rainfall_change,-0.4005,-0.4005,fraction_cells_rainfall_increased,0.0,0.0,INSUFFICIENT,True
HYP-118,wet_anomaly_consistency_verification,INSUFFICIENT,INSUFFICIENT,"{'subcategory': 'wet_anomaly_consistency_verification', 'thresholds': {'support_signed_anomaly_p75': 0.4344, 'refute_signed_anomaly_p25': -0.2984, 'support_rainfall_change_q75': 0.5136, 'refute_rainfall_change_q25': -0.4409, 'support_fraction_increase_q75': 0.8889, 'refute_fraction_increase_q25': 0.1111}}",mean_signed_anomaly_later_year,0.0614,0.0614,regional_rainfall_change,0.1626,0.1626,fraction_cells_rainfall_increased,0.5556,0.5556,INSUFFICIENT,True
HYP-119,wet_anomaly_consistency_verification,INSUFFICIENT,INSUFFICIENT,"{'subcategory': 'wet_anomaly_consistency_verification', 'thresholds': {'support_signed_anomaly_p75': 0.4408, 'refute_signed_anomaly_p25': -0.414, 'support_rainfall_change_q75': 0.5136, 'refute_rainfall_change_q25': -0.4409, 'support_fraction_increase_q75': 0.8889, 'refute_fraction_increase_q25': 0.1111}}",mean_signed_anomaly_later_year,-0.0695,-0.0695,regional_rainfall_change,-0.0681,-0.0681,fraction_cells_rainfall_increased,0.2222,0.2222,INSUFFICIENT,True
HYP-120,wet_anomaly_consistency_verification,INSUFFICIENT,INSUFFICIENT,"{'subcategory': 'wet_anomaly_consistency_verification', 'thresholds': {'support_signed_anomaly_p75': 0.3223, 'refute_signed_anomaly_p25': -0.3748, 'support_rainfall_change_q75': 0.5136, 'refute_rainfall_change_q25': -0.4409, 'support_fraction_increase_q75': 0.8889, 'refute_fraction_increase_q25': 0.1111}}",mean_signed_anomaly_later_year,1.0018,1.0018,regional_rainfall_change,1.0144,1.0144,fraction_cells_rainfall_increased,0.7778,0.7778,INSUFFICIENT,True
HYP-121,compound_state_transition_verification,SUPPORTED,SUPPORTED,"{'subcategory': 'compound_state_transition_verification', 'thresholds': {'support_rainfall_change_q66': 0.3201, 'refute_rainfall_change_q33': -0.2529, 'support_temperature_change_q66': 0.2545, 'refute_temperature_change_q33': -0.2785}}",regional_rainfall_change,0.4387,0.4387,regional_temperature_change,0.4038,0.4038,,,,SUPPORTED,True
HYP-122,compound_state_transition_verification,SUPPORTED,SUPPORTED,"{'subcategory': 'compound_state_transition_verification', 'thresholds': {'support_rainfall_change_q66': 0.3201, 'refute_rainfall_change_q33': -0.2529, 'support_temperature_change_q66': 0.2545, 'refute_temperature_change_q33': -0.2785}}",regional_rainfall_change,1.4407,1.4407,regional_temperature_change,0.2739,0.2739,,,,SUPPORTED,True
HYP-123,compound_state_transition_verification,SUPPORTED,SUPPORTED,"{'subcategory': 'compound_state_transition_verification', 'thresholds': {'support_rainfall_change_q66': 0.3201, 'refute_rainfall_change_q33': -0.2529, 'support_temperature_change_q66': 0.2545, 'refute_temperature_change_q33': -0.2785}}",regional_rainfall_change,0.5665,0.5665,regional_temperature_change,0.419,0.419,,,,SUPPORTED,True
HYP-124,compound_state_transition_verification,SUPPORTED,SUPPORTED,"{'subcategory': 'compound_state_transition_verification', 'thresholds': {'support_rainfall_change_q66': 0.3201, 'refute_rainfall_change_q33': -0.2529, 'support_temperature_change_q66': 0.2545, 'refute_temperature_change_q33': -0.2785}}",regional_rainfall_change,0.3305,0.3305,regional_temperature_change,0.3132,0.3132,,,,SUPPORTED,True
HYP-125,compound_state_transition_verification,SUPPORTED,SUPPORTED,"{'subcategory': 'compound_state_transition_verification', 'thresholds': {'support_rainfall_change_q66': 0.3201, 'refute_rainfall_change_q33': -0.2529, 'support_temperature_change_q66': 0.2545, 'refute_temperature_change_q33': -0.2785}}",regional_rainfall_change,1.0867,1.0867,regional_temperature_change,0.6695,0.6695,,,,SUPPORTED,True
HYP-126,compound_state_transition_verification,SUPPORTED,SUPPORTED,"{'subcategory': 'compound_state_transition_verification', 'thresholds': {'support_rainfall_change_q66': 0.3201, 'refute_rainfall_change_q33': -0.2529, 'support_temperature_change_q66': 0.2545, 'refute_temperature_change_q33': -0.2785}}",regional_rainfall_change,1.6644,1.6645,regional_temperature_change,0.573,0.573,,,,SUPPORTED,True
HYP-127,compound_state_transition_verification,SUPPORTED,SUPPORTED,"{'subcategory': 'compound_state_transition_verification', 'thresholds': {'support_rainfall_change_q66': 0.3201, 'refute_rainfall_change_q33': -0.2529, 'support_temperature_change_q66': 0.2545, 'refute_temperature_change_q33': -0.2785}}",regional_rainfall_change,0.54,0.54,regional_temperature_change,0.7544,0.7545,,,,SUPPORTED,True
HYP-128,compound_state_transition_verification,SUPPORTED,SUPPORTED,"{'subcategory': 'compound_state_transition_verification', 'thresholds': {'support_rainfall_change_q66': 0.3201, 'refute_rainfall_change_q33': -0.2529, 'support_temperature_change_q66': 0.2545, 'refute_temperature_change_q33': -0.2785}}",regional_rainfall_change,0.3314,0.3314,regional_temperature_change,0.4879,0.4879,,,,SUPPORTED,True
HYP-129,compound_state_transition_verification,SUPPORTED,SUPPORTED,"{'subcategory': 'compound_state_transition_verification', 'thresholds': {'support_rainfall_change_q66': 0.3201, 'refute_rainfall_change_q33': -0.2529, 'support_temperature_change_q66': 0.2545, 'refute_temperature_change_q33': -0.2785}}",regional_rainfall_change,0.5428,0.5428,regional_temperature_change,0.3129,0.3129,,,,SUPPORTED,True
HYP-130,compound_state_transition_verification,SUPPORTED,SUPPORTED,"{'subcategory': 'compound_state_transition_verification', 'thresholds': {'support_rainfall_change_q66': 0.3201, 'refute_rainfall_change_q33': -0.2529, 'support_temperature_change_q66': 0.2545, 'refute_temperature_change_q33': -0.2785}}",regional_rainfall_change,0.9555,0.9555,regional_temperature_change,0.3232,0.3232,,,,SUPPORTED,True
HYP-131,compound_state_transition_verification,SUPPORTED,SUPPORTED,"{'subcategory': 'compound_state_transition_verification', 'thresholds': {'support_rainfall_change_q66': 0.3201, 'refute_rainfall_change_q33': -0.2529, 'support_temperature_change_q66': 0.2545, 'refute_temperature_change_q33': -0.2785}}",regional_rainfall_change,0.6231,0.6231,regional_temperature_change,0.3554,0.3555,,,,SUPPORTED,True
HYP-132,compound_state_transition_verification,SUPPORTED,SUPPORTED,"{'subcategory': 'compound_state_transition_verification', 'thresholds': {'support_rainfall_change_q66': 0.3201, 'refute_rainfall_change_q33': -0.2529, 'support_temperature_change_q66': 0.2545, 'refute_temperature_change_q33': -0.2785}}",regional_rainfall_change,1.2832,1.2832,regional_temperature_change,0.2597,0.2597,,,,SUPPORTED,True
HYP-133,compound_state_transition_verification,SUPPORTED,SUPPORTED,"{'subcategory': 'compound_state_transition_verification', 'thresholds': {'support_rainfall_change_q66': 0.3201, 'refute_rainfall_change_q33': -0.2529, 'support_temperature_change_q66': 0.2545, 'refute_temperature_change_q33': -0.2785}}",regional_rainfall_change,0.4081,0.4081,regional_temperature_change,0.329,0.3289,,,,SUPPORTED,True
HYP-134,compound_state_transition_verification,REFUTED,REFUTED,"{'subcategory': 'compound_state_transition_verification', 'thresholds': {'support_rainfall_change_q66': 0.3201, 'refute_rainfall_change_q33': -0.2529, 'support_temperature_change_q66': 0.2545, 'refute_temperature_change_q33': -0.2785}}",regional_rainfall_change,0.7088,0.7088,regional_temperature_change,-0.3645,-0.3645,,,,REFUTED,True
HYP-135,compound_state_transition_verification,REFUTED,REFUTED,"{'subcategory': 'compound_state_transition_verification', 'thresholds': {'support_rainfall_change_q66': 0.3201, 'refute_rainfall_change_q33': -0.2529, 'support_temperature_change_q66': 0.2545, 'refute_temperature_change_q33': -0.2785}}",regional_rainfall_change,0.9537,0.9537,regional_temperature_change,-0.3681,-0.3681,,,,REFUTED,True
HYP-136,compound_state_transition_verification,REFUTED,REFUTED,"{'subcategory': 'compound_state_transition_verification', 'thresholds': {'support_rainfall_change_q66': 0.3201, 'refute_rainfall_change_q33': -0.2529, 'support_temperature_change_q66': 0.2545, 'refute_temperature_change_q33': -0.2785}}",regional_rainfall_change,-0.1428,-0.1428,regional_temperature_change,-0.5187,-0.5187,,,,REFUTED,True
HYP-137,compound_state_transition_verification,REFUTED,REFUTED,"{'subcategory': 'compound_state_transition_verification', 'thresholds': {'support_rainfall_change_q66': 0.3201, 'refute_rainfall_change_q33': -0.2529, 'support_temperature_change_q66': 0.2545, 'refute_temperature_change_q33': -0.2785}}",regional_rainfall_change,0.1069,0.1069,regional_temperature_change,-0.7959,-0.7959,,,,REFUTED,True
HYP-138,compound_state_transition_verification,REFUTED,REFUTED,"{'subcategory': 'compound_state_transition_verification', 'thresholds': {'support_rainfall_change_q66': 0.3201, 'refute_rainfall_change_q33': -0.2529, 'support_temperature_change_q66': 0.2545, 'refute_temperature_change_q33': -0.2785}}",regional_rainfall_change,-1.6178,-1.6178,regional_temperature_change,0.9447,0.9448,,,,REFUTED,True
HYP-139,compound_state_transition_verification,REFUTED,REFUTED,"{'subcategory': 'compound_state_transition_verification', 'thresholds': {'support_rainfall_change_q66': 0.3201, 'refute_rainfall_change_q33': -0.2529, 'support_temperature_change_q66': 0.2545, 'refute_temperature_change_q33': -0.2785}}",regional_rainfall_change,0.0761,0.0761,regional_temperature_change,-0.2929,-0.2929,,,,REFUTED,True
HYP-140,compound_state_transition_verification,REFUTED,REFUTED,"{'subcategory': 'compound_state_transition_verification', 'thresholds': {'support_rainfall_change_q66': 0.3201, 'refute_rainfall_change_q33': -0.2529, 'support_temperature_change_q66': 0.2545, 'refute_temperature_change_q33': -0.2785}}",regional_rainfall_change,-1.1979,-1.1979,regional_temperature_change,0.4061,0.406,,,,REFUTED,True
HYP-141,compound_state_transition_verification,REFUTED,REFUTED,"{'subcategory': 'compound_state_transition_verification', 'thresholds': {'support_rainfall_change_q66': 0.3201, 'refute_rainfall_change_q33': -0.2529, 'support_temperature_change_q66': 0.2545, 'refute_temperature_change_q33': -0.2785}}",regional_rainfall_change,-1.1128,-1.1129,regional_temperature_change,0.2213,0.2213,,,,REFUTED,True
HYP-142,compound_state_transition_verification,REFUTED,REFUTED,"{'subcategory': 'compound_state_transition_verification', 'thresholds': {'support_rainfall_change_q66': 0.3201, 'refute_rainfall_change_q33': -0.2529, 'support_temperature_change_q66': 0.2545, 'refute_temperature_change_q33': -0.2785}}",regional_rainfall_change,0.5283,0.5283,regional_temperature_change,-0.7265,-0.7266,,,,REFUTED,True
HYP-143,compound_state_transition_verification,REFUTED,REFUTED,"{'subcategory': 'compound_state_transition_verification', 'thresholds': {'support_rainfall_change_q66': 0.3201, 'refute_rainfall_change_q33': -0.2529, 'support_temperature_change_q66': 0.2545, 'refute_temperature_change_q33': -0.2785}}",regional_rainfall_change,0.7539,0.7539,regional_temperature_change,-0.3384,-0.3384,,,,REFUTED,True
HYP-144,compound_state_transition_verification,REFUTED,REFUTED,"{'subcategory': 'compound_state_transition_verification', 'thresholds': {'support_rainfall_change_q66': 0.3201, 'refute_rainfall_change_q33': -0.2529, 'support_temperature_change_q66': 0.2545, 'refute_temperature_change_q33': -0.2785}}",regional_rainfall_change,-1.1335,-1.1335,regional_temperature_change,-0.8127,-0.8127,,,,REFUTED,True
HYP-145,compound_state_transition_verification,REFUTED,REFUTED,"{'subcategory': 'compound_state_transition_verification', 'thresholds': {'support_rainfall_change_q66': 0.3201, 'refute_rainfall_change_q33': -0.2529, 'support_temperature_change_q66': 0.2545, 'refute_temperature_change_q33': -0.2785}}",regional_rainfall_change,-0.3728,-0.3728,regional_temperature_change,-0.4403,-0.4403,,,,REFUTED,True
HYP-146,compound_state_transition_verification,REFUTED,REFUTED,"{'subcategory': 'compound_state_transition_verification', 'thresholds': {'support_rainfall_change_q66': 0.3201, 'refute_rainfall_change_q33': -0.2529, 'support_temperature_change_q66': 0.2545, 'refute_temperature_change_q33': -0.2785}}",regional_rainfall_change,-0.8906,-0.8906,regional_temperature_change,0.5178,0.5178,,,,REFUTED,True
HYP-147,compound_state_transition_verification,INSUFFICIENT,INSUFFICIENT,"{'subcategory': 'compound_state_transition_verification', 'thresholds': {'support_rainfall_change_q66': 0.3201, 'refute_rainfall_change_q33': -0.2529, 'support_temperature_change_q66': 0.2545, 'refute_temperature_change_q33': -0.2785}}",regional_rainfall_change,-0.1068,-0.1068,regional_temperature_change,0.4214,0.4214,,,,INSUFFICIENT,True
HYP-148,compound_state_transition_verification,INSUFFICIENT,INSUFFICIENT,"{'subcategory': 'compound_state_transition_verification', 'thresholds': {'support_rainfall_change_q66': 0.3201, 'refute_rainfall_change_q33': -0.2529, 'support_temperature_change_q66': 0.2545, 'refute_temperature_change_q33': -0.2785}}",regional_rainfall_change,-0.0263,-0.0263,regional_temperature_change,0.3222,0.3222,,,,INSUFFICIENT,True
HYP-149,compound_state_transition_verification,INSUFFICIENT,INSUFFICIENT,"{'subcategory': 'compound_state_transition_verification', 'thresholds': {'support_rainfall_change_q66': 0.3201, 'refute_rainfall_change_q33': -0.2529, 'support_temperature_change_q66': 0.2545, 'refute_temperature_change_q33': -0.2785}}",regional_rainfall_change,0.6205,0.6206,regional_temperature_change,0.0513,0.0513,,,,INSUFFICIENT,True
HYP-150,compound_state_transition_verification,INSUFFICIENT,INSUFFICIENT,"{'subcategory': 'compound_state_transition_verification', 'thresholds': {'support_rainfall_change_q66': 0.3201, 'refute_rainfall_change_q33': -0.2529, 'support_temperature_change_q66': 0.2545, 'refute_temperature_change_q33': -0.2785}}",regional_rainfall_change,-0.0446,-0.0446,regional_temperature_change,0.3112,0.3112,,,,INSUFFICIENT,True
HYP-151,compound_state_transition_verification,INSUFFICIENT,INSUFFICIENT,"{'subcategory': 'compound_state_transition_verification', 'thresholds': {'support_rainfall_change_q66': 0.3201, 'refute_rainfall_change_q33': -0.2529, 'support_temperature_change_q66': 0.2545, 'refute_temperature_change_q33': -0.2785}}",regional_rainfall_change,0.3296,0.3296,regional_temperature_change,0.092,0.092,,,,INSUFFICIENT,True
HYP-152,compound_state_transition_verification,INSUFFICIENT,INSUFFICIENT,"{'subcategory': 'compound_state_transition_verification', 'thresholds': {'support_rainfall_change_q66': 0.3201, 'refute_rainfall_change_q33': -0.2529, 'support_temperature_change_q66': 0.2545, 'refute_temperature_change_q33': -0.2785}}",regional_rainfall_change,0.8798,0.8798,regional_temperature_change,-0.097,-0.097,,,,INSUFFICIENT,True
HYP-153,compound_state_transition_verification,INSUFFICIENT,INSUFFICIENT,"{'subcategory': 'compound_state_transition_verification', 'thresholds': {'support_rainfall_change_q66': 0.3201, 'refute_rainfall_change_q33': -0.2529, 'support_temperature_change_q66': 0.2545, 'refute_temperature_change_q33': -0.2785}}",regional_rainfall_change,-0.0264,-0.0264,regional_temperature_change,0.4287,0.4287,,,,INSUFFICIENT,True
HYP-154,compound_state_transition_verification,INSUFFICIENT,INSUFFICIENT,"{'subcategory': 'compound_state_transition_verification', 'thresholds': {'support_rainfall_change_q66': 0.3201, 'refute_rainfall_change_q33': -0.2529, 'support_temperature_change_q66': 0.2545, 'refute_temperature_change_q33': -0.2785}}",regional_rainfall_change,0.1241,0.1241,regional_temperature_change,0.2834,0.2835,,,,INSUFFICIENT,True
HYP-155,compound_state_transition_verification,INSUFFICIENT,INSUFFICIENT,"{'subcategory': 'compound_state_transition_verification', 'thresholds': {'support_rainfall_change_q66': 0.3201, 'refute_rainfall_change_q33': -0.2529, 'support_temperature_change_q66': 0.2545, 'refute_temperature_change_q33': -0.2785}}",regional_rainfall_change,0.5236,0.5236,regional_temperature_change,-0.2147,-0.2147,,,,INSUFFICIENT,True
HYP-156,compound_state_transition_verification,INSUFFICIENT,INSUFFICIENT,"{'subcategory': 'compound_state_transition_verification', 'thresholds': {'support_rainfall_change_q66': 0.3201, 'refute_rainfall_change_q33': -0.2529, 'support_temperature_change_q66': 0.2545, 'refute_temperature_change_q33': -0.2785}}",regional_rainfall_change,-0.1652,-0.1652,regional_temperature_change,0.3849,0.3849,,,,INSUFFICIENT,True
HYP-157,compound_state_transition_verification,INSUFFICIENT,INSUFFICIENT,"{'subcategory': 'compound_state_transition_verification', 'thresholds': {'support_rainfall_change_q66': 0.3201, 'refute_rainfall_change_q33': -0.2529, 'support_temperature_change_q66': 0.2545, 'refute_temperature_change_q33': -0.2785}}",regional_rainfall_change,0.1508,0.1508,regional_temperature_change,0.2693,0.2693,,,,INSUFFICIENT,True
HYP-158,compound_state_transition_verification,INSUFFICIENT,INSUFFICIENT,"{'subcategory': 'compound_state_transition_verification', 'thresholds': {'support_rainfall_change_q66': 0.3201, 'refute_rainfall_change_q33': -0.2529, 'support_temperature_change_q66': 0.2545, 'refute_temperature_change_q33': -0.2785}}",regional_rainfall_change,-0.2268,-0.2268,regional_temperature_change,-0.0828,-0.0828,,,,INSUFFICIENT,True
HYP-159,compound_state_transition_verification,INSUFFICIENT,INSUFFICIENT,"{'subcategory': 'compound_state_transition_verification', 'thresholds': {'support_rainfall_change_q66': 0.3201, 'refute_rainfall_change_q33': -0.2529, 'support_temperature_change_q66': 0.2545, 'refute_temperature_change_q33': -0.2785}}",regional_rainfall_change,0.3414,0.3414,regional_temperature_change,0.1107,0.1107,,,,INSUFFICIENT,True
HYP-160,compound_state_transition_verification,INSUFFICIENT,INSUFFICIENT,"{'subcategory': 'compound_state_transition_verification', 'thresholds': {'support_rainfall_change_q66': 0.3201, 'refute_rainfall_change_q33': -0.2529, 'support_temperature_change_q66': 0.2545, 'refute_temperature_change_q33': -0.2785}}",regional_rainfall_change,0.1162,0.1162,regional_temperature_change,0.5613,0.5613,,,,INSUFFICIENT,True
HYP-161,spatial_coherence_verification,SUPPORTED,SUPPORTED,"{'subcategory': 'spatial_coherence_verification', 'thresholds': {'active_cell_threshold_yearly_abs_p80': 0.8192, 'support_active_count_min': 2.5, 'refute_active_count_max': 0.5, 'support_largest_component_min': 2.5, 'refute_largest_component_max': 0.5, 'support_component_count_max': 1.5, 'refute_component_count_min': 2.5}}",active_cell_count,6.0,6.0,largest_component_size,6.0,6.0,component_count,1.0,1.0,SUPPORTED,True
HYP-162,spatial_coherence_verification,SUPPORTED,SUPPORTED,"{'subcategory': 'spatial_coherence_verification', 'thresholds': {'active_cell_threshold_yearly_abs_p80': 0.9322, 'support_active_count_min': 2.5, 'refute_active_count_max': 0.5, 'support_largest_component_min': 2.5, 'refute_largest_component_max': 0.5, 'support_component_count_max': 1.5, 'refute_component_count_min': 2.5}}",active_cell_count,24.0,24.0,largest_component_size,24.0,24.0,component_count,1.0,1.0,SUPPORTED,True
HYP-163,spatial_coherence_verification,SUPPORTED,SUPPORTED,"{'subcategory': 'spatial_coherence_verification', 'thresholds': {'active_cell_threshold_yearly_abs_p80': 1.0237, 'support_active_count_min': 2.5, 'refute_active_count_max': 0.5, 'support_largest_component_min': 2.5, 'refute_largest_component_max': 0.5, 'support_component_count_max': 1.5, 'refute_component_count_min': 2.5}}",active_cell_count,5.0,5.0,largest_component_size,5.0,5.0,component_count,1.0,1.0,SUPPORTED,True
HYP-164,spatial_coherence_verification,SUPPORTED,SUPPORTED,"{'subcategory': 'spatial_coherence_verification', 'thresholds': {'active_cell_threshold_yearly_abs_p80': 1.0237, 'support_active_count_min': 2.5, 'refute_active_count_max': 0.5, 'support_largest_component_min': 2.5, 'refute_largest_component_max': 0.5, 'support_component_count_max': 1.5, 'refute_component_count_min': 2.5}}",active_cell_count,3.0,3.0,largest_component_size,3.0,3.0,component_count,1.0,1.0,SUPPORTED,True
HYP-165,spatial_coherence_verification,SUPPORTED,SUPPORTED,"{'subcategory': 'spatial_coherence_verification', 'thresholds': {'active_cell_threshold_yearly_abs_p80': 1.0237, 'support_active_count_min': 2.5, 'refute_active_count_max': 0.5, 'support_largest_component_min': 2.5, 'refute_largest_component_max': 0.5, 'support_component_count_max': 1.5, 'refute_component_count_min': 2.5}}",active_cell_count,3.0,3.0,largest_component_size,3.0,3.0,component_count,1.0,1.0,SUPPORTED,True
HYP-166,spatial_coherence_verification,SUPPORTED,SUPPORTED,"{'subcategory': 'spatial_coherence_verification', 'thresholds': {'active_cell_threshold_yearly_abs_p80': 0.8107, 'support_active_count_min': 2.5, 'refute_active_count_max': 0.5, 'support_largest_component_min': 2.5, 'refute_largest_component_max': 0.5, 'support_component_count_max': 1.5, 'refute_component_count_min': 2.5}}",active_cell_count,16.0,16.0,largest_component_size,16.0,16.0,component_count,1.0,1.0,SUPPORTED,True
HYP-167,spatial_coherence_verification,SUPPORTED,SUPPORTED,"{'subcategory': 'spatial_coherence_verification', 'thresholds': {'active_cell_threshold_yearly_abs_p80': 0.8036, 'support_active_count_min': 2.5, 'refute_active_count_max': 0.5, 'support_largest_component_min': 2.5, 'refute_largest_component_max': 0.5, 'support_component_count_max': 1.5, 'refute_component_count_min': 2.5}}",active_cell_count,3.0,3.0,largest_component_size,3.0,3.0,component_count,1.0,1.0,SUPPORTED,True
HYP-168,spatial_coherence_verification,SUPPORTED,SUPPORTED,"{'subcategory': 'spatial_coherence_verification', 'thresholds': {'active_cell_threshold_yearly_abs_p80': 0.8192, 'support_active_count_min': 2.5, 'refute_active_count_max': 0.5, 'support_largest_component_min': 2.5, 'refute_largest_component_max': 0.5, 'support_component_count_max': 1.5, 'refute_component_count_min': 2.5}}",active_cell_count,9.0,9.0,largest_component_size,9.0,9.0,component_count,1.0,1.0,SUPPORTED,True
HYP-169,spatial_coherence_verification,SUPPORTED,SUPPORTED,"{'subcategory': 'spatial_coherence_verification', 'thresholds': {'active_cell_threshold_yearly_abs_p80': 0.8107, 'support_active_count_min': 2.5, 'refute_active_count_max': 0.5, 'support_largest_component_min': 2.5, 'refute_largest_component_max': 0.5, 'support_component_count_max': 1.5, 'refute_component_count_min': 2.5}}",active_cell_count,3.0,3.0,largest_component_size,3.0,3.0,component_count,1.0,1.0,SUPPORTED,True
HYP-170,spatial_coherence_verification,SUPPORTED,SUPPORTED,"{'subcategory': 'spatial_coherence_verification', 'thresholds': {'active_cell_threshold_yearly_abs_p80': 0.9322, 'support_active_count_min': 2.5, 'refute_active_count_max': 0.5, 'support_largest_component_min': 2.5, 'refute_largest_component_max': 0.5, 'support_component_count_max': 1.5, 'refute_component_count_min': 2.5}}",active_cell_count,9.0,9.0,largest_component_size,9.0,9.0,component_count,1.0,1.0,SUPPORTED,True
HYP-171,spatial_coherence_verification,SUPPORTED,SUPPORTED,"{'subcategory': 'spatial_coherence_verification', 'thresholds': {'active_cell_threshold_yearly_abs_p80': 1.0237, 'support_active_count_min': 2.5, 'refute_active_count_max': 0.5, 'support_largest_component_min': 2.5, 'refute_largest_component_max': 0.5, 'support_component_count_max': 1.5, 'refute_component_count_min': 2.5}}",active_cell_count,10.0,10.0,largest_component_size,10.0,10.0,component_count,1.0,1.0,SUPPORTED,True
