model,question_id,category,alpha,status,reason,original_gt_decision,perturbed_gt_decision,perturbed_pred_decision,baseline_recovered_decision,baseline_status,perturbed_status,metric_error_present
deepseek,HYP-042,localized_intensification_verification,0.75,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
deepseek,HYP-042,localized_intensification_verification,0.9,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
deepseek,HYP-042,localized_intensification_verification,0.95,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
deepseek,HYP-042,localized_intensification_verification,0.99,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
deepseek,HYP-043,localized_intensification_verification,0.0,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
deepseek,HYP-043,localized_intensification_verification,0.1,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
deepseek,HYP-043,localized_intensification_verification,0.25,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
deepseek,HYP-043,localized_intensification_verification,0.5,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
deepseek,HYP-043,localized_intensification_verification,0.75,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
deepseek,HYP-043,localized_intensification_verification,0.9,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
deepseek,HYP-043,localized_intensification_verification,0.95,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
deepseek,HYP-043,localized_intensification_verification,0.99,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
deepseek,HYP-044,localized_intensification_verification,0.0,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
deepseek,HYP-044,localized_intensification_verification,0.1,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
deepseek,HYP-044,localized_intensification_verification,0.25,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
deepseek,HYP-044,localized_intensification_verification,0.5,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
deepseek,HYP-044,localized_intensification_verification,0.75,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
deepseek,HYP-044,localized_intensification_verification,0.9,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
deepseek,HYP-044,localized_intensification_verification,0.95,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
deepseek,HYP-044,localized_intensification_verification,0.99,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
deepseek,HYP-045,localized_intensification_verification,0.0,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
deepseek,HYP-045,localized_intensification_verification,0.1,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
deepseek,HYP-045,localized_intensification_verification,0.25,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
deepseek,HYP-045,localized_intensification_verification,0.5,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
deepseek,HYP-045,localized_intensification_verification,0.75,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
deepseek,HYP-045,localized_intensification_verification,0.9,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
deepseek,HYP-045,localized_intensification_verification,0.95,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
deepseek,HYP-045,localized_intensification_verification,0.99,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
deepseek,HYP-046,localized_intensification_verification,0.0,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
deepseek,HYP-046,localized_intensification_verification,0.1,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
deepseek,HYP-046,localized_intensification_verification,0.25,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
deepseek,HYP-046,localized_intensification_verification,0.5,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
deepseek,HYP-046,localized_intensification_verification,0.75,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
deepseek,HYP-046,localized_intensification_verification,0.9,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
deepseek,HYP-046,localized_intensification_verification,0.95,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
deepseek,HYP-046,localized_intensification_verification,0.99,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
deepseek,HYP-047,localized_intensification_verification,0.0,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
deepseek,HYP-047,localized_intensification_verification,0.1,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
deepseek,HYP-047,localized_intensification_verification,0.25,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
deepseek,HYP-047,localized_intensification_verification,0.5,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
deepseek,HYP-047,localized_intensification_verification,0.75,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
deepseek,HYP-047,localized_intensification_verification,0.9,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
deepseek,HYP-047,localized_intensification_verification,0.95,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
deepseek,HYP-047,localized_intensification_verification,0.99,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
deepseek,HYP-048,localized_intensification_verification,0.0,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
deepseek,HYP-048,localized_intensification_verification,0.1,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
deepseek,HYP-048,localized_intensification_verification,0.25,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
deepseek,HYP-048,localized_intensification_verification,0.5,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
deepseek,HYP-048,localized_intensification_verification,0.75,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
deepseek,HYP-048,localized_intensification_verification,0.9,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
deepseek,HYP-048,localized_intensification_verification,0.95,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
deepseek,HYP-048,localized_intensification_verification,0.99,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
deepseek,HYP-049,localized_intensification_verification,0.0,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
deepseek,HYP-049,localized_intensification_verification,0.1,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
deepseek,HYP-049,localized_intensification_verification,0.25,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
deepseek,HYP-049,localized_intensification_verification,0.5,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
deepseek,HYP-049,localized_intensification_verification,0.75,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
deepseek,HYP-049,localized_intensification_verification,0.9,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
deepseek,HYP-049,localized_intensification_verification,0.95,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
deepseek,HYP-049,localized_intensification_verification,0.99,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
deepseek,HYP-050,localized_intensification_verification,0.0,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
deepseek,HYP-050,localized_intensification_verification,0.1,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
deepseek,HYP-050,localized_intensification_verification,0.25,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
deepseek,HYP-050,localized_intensification_verification,0.5,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
deepseek,HYP-050,localized_intensification_verification,0.75,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
deepseek,HYP-050,localized_intensification_verification,0.9,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
deepseek,HYP-050,localized_intensification_verification,0.95,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
deepseek,HYP-050,localized_intensification_verification,0.99,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
deepseek,HYP-051,localized_intensification_verification,0.0,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
deepseek,HYP-051,localized_intensification_verification,0.1,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
deepseek,HYP-051,localized_intensification_verification,0.25,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
deepseek,HYP-051,localized_intensification_verification,0.5,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
deepseek,HYP-051,localized_intensification_verification,0.75,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
deepseek,HYP-051,localized_intensification_verification,0.9,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
deepseek,HYP-051,localized_intensification_verification,0.95,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
deepseek,HYP-051,localized_intensification_verification,0.99,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
deepseek,HYP-052,localized_intensification_verification,0.0,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
deepseek,HYP-052,localized_intensification_verification,0.1,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
deepseek,HYP-052,localized_intensification_verification,0.25,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
deepseek,HYP-052,localized_intensification_verification,0.5,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
deepseek,HYP-052,localized_intensification_verification,0.75,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
deepseek,HYP-052,localized_intensification_verification,0.9,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
deepseek,HYP-052,localized_intensification_verification,0.95,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
deepseek,HYP-052,localized_intensification_verification,0.99,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
deepseek,HYP-053,localized_intensification_verification,0.0,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
deepseek,HYP-053,localized_intensification_verification,0.1,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
deepseek,HYP-053,localized_intensification_verification,0.25,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
deepseek,HYP-053,localized_intensification_verification,0.5,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
deepseek,HYP-053,localized_intensification_verification,0.75,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
deepseek,HYP-053,localized_intensification_verification,0.9,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
deepseek,HYP-053,localized_intensification_verification,0.95,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
deepseek,HYP-053,localized_intensification_verification,0.99,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
deepseek,HYP-054,localized_intensification_verification,0.0,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-054,localized_intensification_verification,0.1,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-054,localized_intensification_verification,0.25,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-054,localized_intensification_verification,0.5,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-054,localized_intensification_verification,0.75,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-054,localized_intensification_verification,0.9,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-054,localized_intensification_verification,0.95,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-054,localized_intensification_verification,0.99,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-055,localized_intensification_verification,0.0,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-055,localized_intensification_verification,0.1,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-055,localized_intensification_verification,0.25,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-055,localized_intensification_verification,0.5,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-055,localized_intensification_verification,0.75,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-055,localized_intensification_verification,0.9,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-055,localized_intensification_verification,0.95,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-055,localized_intensification_verification,0.99,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-056,localized_intensification_verification,0.0,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-056,localized_intensification_verification,0.1,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-056,localized_intensification_verification,0.25,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-056,localized_intensification_verification,0.5,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-056,localized_intensification_verification,0.75,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-056,localized_intensification_verification,0.9,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-056,localized_intensification_verification,0.95,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-056,localized_intensification_verification,0.99,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-057,localized_intensification_verification,0.0,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-057,localized_intensification_verification,0.1,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-057,localized_intensification_verification,0.25,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-057,localized_intensification_verification,0.5,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-057,localized_intensification_verification,0.75,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-057,localized_intensification_verification,0.9,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-057,localized_intensification_verification,0.95,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-057,localized_intensification_verification,0.99,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-058,localized_intensification_verification,0.0,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-058,localized_intensification_verification,0.1,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-058,localized_intensification_verification,0.25,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-058,localized_intensification_verification,0.5,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-058,localized_intensification_verification,0.75,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-058,localized_intensification_verification,0.9,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-058,localized_intensification_verification,0.95,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-058,localized_intensification_verification,0.99,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-059,localized_intensification_verification,0.0,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-059,localized_intensification_verification,0.1,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-059,localized_intensification_verification,0.25,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-059,localized_intensification_verification,0.5,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-059,localized_intensification_verification,0.75,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-059,localized_intensification_verification,0.9,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-059,localized_intensification_verification,0.95,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-059,localized_intensification_verification,0.99,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-060,localized_intensification_verification,0.0,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-060,localized_intensification_verification,0.1,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-060,localized_intensification_verification,0.25,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-060,localized_intensification_verification,0.5,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-060,localized_intensification_verification,0.75,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-060,localized_intensification_verification,0.9,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-060,localized_intensification_verification,0.95,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-060,localized_intensification_verification,0.99,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-061,localized_intensification_verification,0.0,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-061,localized_intensification_verification,0.1,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-061,localized_intensification_verification,0.25,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-061,localized_intensification_verification,0.5,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-061,localized_intensification_verification,0.75,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-061,localized_intensification_verification,0.9,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-061,localized_intensification_verification,0.95,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-061,localized_intensification_verification,0.99,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-062,localized_intensification_verification,0.0,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-062,localized_intensification_verification,0.1,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-062,localized_intensification_verification,0.25,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-062,localized_intensification_verification,0.5,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-062,localized_intensification_verification,0.75,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-062,localized_intensification_verification,0.9,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-062,localized_intensification_verification,0.95,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-062,localized_intensification_verification,0.99,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-063,localized_intensification_verification,0.0,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-063,localized_intensification_verification,0.1,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-063,localized_intensification_verification,0.25,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-063,localized_intensification_verification,0.5,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-063,localized_intensification_verification,0.75,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-063,localized_intensification_verification,0.9,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-063,localized_intensification_verification,0.95,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-063,localized_intensification_verification,0.99,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-064,localized_intensification_verification,0.0,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-064,localized_intensification_verification,0.1,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-064,localized_intensification_verification,0.25,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-064,localized_intensification_verification,0.5,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-064,localized_intensification_verification,0.75,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-064,localized_intensification_verification,0.9,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-064,localized_intensification_verification,0.95,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-064,localized_intensification_verification,0.99,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-065,localized_intensification_verification,0.0,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-065,localized_intensification_verification,0.1,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-065,localized_intensification_verification,0.25,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-065,localized_intensification_verification,0.5,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-065,localized_intensification_verification,0.75,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-065,localized_intensification_verification,0.9,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-065,localized_intensification_verification,0.95,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-065,localized_intensification_verification,0.99,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-066,localized_intensification_verification,0.0,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-066,localized_intensification_verification,0.1,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-066,localized_intensification_verification,0.25,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-066,localized_intensification_verification,0.5,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-066,localized_intensification_verification,0.75,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-066,localized_intensification_verification,0.9,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-066,localized_intensification_verification,0.95,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-066,localized_intensification_verification,0.99,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
deepseek,HYP-067,localized_intensification_verification,0.0,evaluated,,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,no_error,no_error,False
deepseek,HYP-067,localized_intensification_verification,0.1,evaluated,,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,no_error,no_error,False
deepseek,HYP-067,localized_intensification_verification,0.25,evaluated,,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,no_error,no_error,False
deepseek,HYP-067,localized_intensification_verification,0.5,evaluated,,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,no_error,no_error,False
deepseek,HYP-067,localized_intensification_verification,0.75,evaluated,,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,no_error,no_error,False
